"address","GreenLeader_Observed","GreenLeader_Predictions","lng","lat"
"Zbrojnicka 8, Pilsen Czech Republic",NA,0,13.3793544,49.746184
"Zdravilishki trg 11, Rogaska Slatina 3250 Slovenia",NA,0,15.639719,46.2373095
"Zdravilishki trg 3, Rogaska Slatina 3250 Slovenia",NA,0,15.6379651,46.2381605
"Zechmeister utca 1., Gyor 9021 Hungary",NA,0,17.6309526,47.6864728
"Zeebadweg 2, 9933 AV Delfzijl The Netherlands",0,0,6.928976,53.3363116
"Zeedijk 96 - 103, Blankenberge 8370 Belgium",0,0,3.1239963,51.3153125
"Zeedijk-Wenduine 7, Wenduine 8420 Belgium",0,0,3.0802798,51.3021261
"Zeelaan 2, De Panne 8660 Belgium",1,1,2.5885844,51.0955476
"Zeeweg 2, 1865 AC Bergen aan Zee The Netherlands",0,0,4.6326055,52.6606979
"Zeeweg 52, 1931 VL Egmond aan Zee The Netherlands",0,1,4.6246344,52.6166234
"Zeil 12, 60313 Frankfurt, Hesse Germany",0,0,8.6924606,50.1150477
"Zeithstr. 110, 53721 Siegburg, North Rhine-Westphalia Germany",0,0,7.2202895,50.8024608
"Zelena Laguna 12, Porec 52440 Croatia",NA,0,13.583777,45.1972697
"Zelena Laguna, Porec 52440 Croatia",NA,0,13.583946,45.1979138
"Zelfenstrasse 2, Tschagguns 6774 Austria",0,0,9.9018373,47.0771438
"Zeljarica 3, Dubrovnik 20000 Croatia",NA,0,18.1100899,42.6406102
"Zell 2, 83324 Ruhpolding, Bavaria Germany",0,0,12.6654467,47.7550152
"Zellaer Str. 13, 98559 Oberhof, Thuringia Germany",0,0,10.727613,50.7040578
"Zeller Str. 35/37, 97082 Wurzburg, Bavaria Germany",0,0,9.92217,49.79423
"Zemaites g.15, Vilnius 03118 Lithuania",NA,0,25.2561197,54.6716519
"Zeromskiego 16, Swinoujscie 72-600 Poland",NA,0,14.245323,53.920606
"Zerotinovo Namesti 19/17, Trebic 674 01 Czech Republic",NA,0,15.8765435,49.2168807
"Zert 8, Opatija 51410 Croatia",NA,0,14.310882,45.3349062
"Zeughausgasse 39, Bern 3011 Switzerland",0,0,7.4448251,46.9489761
"Zeyerova 161/3, Marianske Lazne 353 01 Czech Republic",NA,0,12.7068842,49.9670013
"Zeyerova 240/22, Marianske Lazne 353 01 Czech Republic",NA,0,12.7093404,49.9633562
"Zhalioji g. 9, Druskininkai 66116 Lithuania",NA,0,23.9672395,54.022022
"Zhdiar 535, Zdiar 059 55 Slovakia",NA,0,20.2443122,49.2749557
"Zhelezna 2/1, Liberec 460 01 Czech Republic",NA,0,15.057398,50.7696958
"Zhidovski Prolaz 2, Split 21000 Croatia",NA,0,16.4394067,43.5090558
"Zhrnovnichka 12, Split 21000 Croatia",NA,0,16.4511806,43.5064015
"Zhrtava Fashizma 13, Vodice 22211 Croatia",NA,0,15.7716355,43.7542486
"Zhudioska 19, Dubrovnik 20000 Croatia",NA,0,18.1013637,42.6586378
"Zhveju g. 22, Klaipeda 91241 Lithuania",NA,0,21.1264944,55.706721
"Ziegelstr. 30, 10117 Berlin Germany",0,0,13.3902777,52.523662
"Ziegelstrasse 28, 10117 Berlin Germany",0,0,13.3909164,52.5239031
"Zieglerstrasse 66 3007 Bern, Bern 3007 Switzerland",1,0,7.4295311,46.9426974
"Zielinski Szilard Stny., Budapest 1007 Hungary",NA,1,19.050952,47.5300303
"Zillergrundweg 572, Mayrhofen 6290 Austria",0,0,11.8648255,47.1609852
"Zimmerstr. 1, 14471 Potsdam, Brandenburg Germany",0,0,13.0459948,52.399302
"Zingel 26, 31134 Hildesheim, Lower Saxony Germany",0,0,9.957271,52.154166
"Zita-Kaiser-Strasse 32, 79106 Freiburg im Breisgau, Baden-Wurttemberg Germany",0,0,7.8507918,48.0148179
"Zivju Street 3, Liepaja 3401 Latvia",NA,0,21.0122443,56.5072974
"Ziya Rifki Caddesi, Kyrenia Cyprus",NA,0,33.312634,35.33771
"Zkracena 2703/84, Ostrava 700 30 Czech Republic",NA,0,18.2514279,49.8031952
"Zlatariceva 1, Dubrovnik 20000 Croatia",NA,0,18.107761,42.6414047
"Zlatyu Boyadzhiev str. 2, Plovdiv 4000 Bulgaria",NA,0,24.7455434,42.1559339
"Zollrain 16, Aarau 5000 Switzerland",0,0,8.042994,47.3943906
"Zone Acti-Sud Saint Jean Lieu-Dit La Polka, 57130 Jouy-aux-Arches France",0,0,6.1002142,49.0792799
"Zone Commerciale La Barriere, 34540 Balaruc-le-Vieux France",0,0,3.691143,43.4647357
"Zone Industrielle Nord 30 rue Frederic Bastiat, 87280 Limoges France",0,0,1.2912617,45.8862623
"Zone d'Activite Les Alouettes, 62223 Saint-Nicolas-lez-Arras France",0,0,2.7813208,50.3074147
"Zoodochou Pigis, Kamari 84700 Greece",0,0,25.4806836,36.3739364
"Zoodoxou Pigis 11, Malia, Crete 700 07 Greece",0,0,25.4638556,35.2863199
"Zorba, Agia Pelagia, Crete 715 00 Greece",0,0,25.0161581,35.4070633
"Zornica Residence Hotel Complex, Sunny beach, Sunny Beach 8240 Bulgaria",NA,0,27.7127327,42.6959691
"Zotzet, route du 8, Crans-Montana 3963 Switzerland",0,0,7.4736111,46.3105556
"Zrinyi utca 2, Hodmezovasarhely 6800 Hungary",NA,1,20.3164341,46.414495
"Zrnovska Banja 842 Korcula, Korcula Town, Korcula Island 20260 Croatia",NA,0,17.1060196,42.9600246
"Zubateho 289/3 Smíchov, Prague 150 00 Czech Republic",NA,0,14.4034869,50.0768313
"Zuerichstrasse 3, Lucerne 6004 Switzerland",0,0,8.3102414,47.0561608
"Zufuhrstr. 10, 90443 Nuremberg, Bavaria Germany",0,0,11.0669068,49.4459942
"Zugerstrasse 9 Am Schwanenplatz, Horgen 8810 Switzerland",0,0,8.5984032,47.2597105
"Zum Schiesswasen 15, 91710 Gunzenhausen, Bavaria Germany",0,0,10.7551589,49.1104263
"Zum Vogelsang 20, 90768 Fuerth, Bavaria Germany",1,0,10.9499437,49.4653337
"Zur Amtsheide 18, 29549 Bad Bevensen, Lower Saxony Germany",0,0,10.5875129,53.0863865
"Zur Amtsheide 4, 29549 Bad Bevensen, Lower Saxony Germany",0,0,10.5881322,53.0855662
"Zur Amtsheide 5+14, 29549 Bad Bevensen, Lower Saxony Germany",0,0,10.5869957,53.0854346
"Zur Gasse 80, Leukerbad 3954 Switzerland",0,0,7.6253836,46.3829942
"Zur Seebruecke 34 A, 18181 Graal-Mueritz, Mecklenburg-West Pomerania Germany",0,0,12.243408,54.258017
"Zurmaiener Str. 164 49651 999870, 54292 Trier, Rhineland-Palatinate Germany",0,0,6.6648895,49.7737905
"Zveju g. 18A, Klaipeda 91241 Lithuania",NA,1,21.1277986,55.7071681
"Zvonarska 17, Kosice 040 01 Slovakia",NA,0,21.2607064,48.7200026
"Zvonimirova 22, Podstrana 21311 Croatia",NA,0,16.4455521,43.5067957
"Zwoelferkogelweg 137, Saalbach-Hinterglemm 5754 Austria",0,0,12.5900365,47.3754385
"Zygomala & Farmakopoulou, Nafplio 211 00 Greece",0,0,23.7207413,38.0045837
"_3 _68_ Str, Saints Constantine and Helena 9006 Bulgaria",NA,0,28.0129716,43.2313405
"______ _. 207, Fira 84700 Greece",0,0,25.432447,36.4166485
"adamas milos, Adamas 848 00 Greece",0,0,24.4447587,36.7252955
"al. Gen. Jozefa Hallera 227A wjazd od entrance from ul.Chodkiewicza, Gdansk 80-502 Poland",NA,0,18.6255761,54.4024765
"al. Grunwaldzka 114, Gdansk 80-244 Poland",NA,0,18.6038413,54.3791868
"al. Jana Pawla II 15, Kudowa-Zdroj 57-350 Poland",NA,0,16.2348938,50.4471888
"al. Konstytucji 3 Maja 1 A, Zielona Gora 65-805 Poland",NA,0,15.5024505,51.9360175
"al. Korfantego 9, Katowice 40-951 Poland",NA,0,19.0235793,50.262053
"al. Marsz. Jozefa Pilsudskiego 11a, Lodz 90-368 Poland",NA,1,19.4623293,51.7592244
"al. Marsz. Jozefa Pilsudskiego 27, Lodz 90-307 Poland",NA,0,19.4669519,51.7597715
"al. Marsz. Jozefa Pilsudskiego 29, Lodz 90-307 Poland",NA,0,19.4677342,51.7597655
"al. Niepodleglosci 6, Suprasl 16-030 Poland",NA,0,23.336256,53.2022305
"al. Niepodleglosci 754, Sopot 81-868 Poland",NA,0,18.560186,54.439333
"al. Piastow 15, Pila 64-920 Poland",NA,0,16.738845,53.150571
"al. Rodla 7, Malbork 82-200 Poland",NA,0,19.0342279,54.0362831
"al. Sienkiewicza 47, Inowroclaw 88-100 Poland",NA,0,18.2440694,52.7956843
"al. Tadeusza Rejtana 1, Rzeszow 35-326 Poland",NA,0,22.0172404,50.0373848
"al. Wojska Polskiego 12, Polanica Zdroj 57-320 Poland",NA,0,16.5106412,50.4034458
"al. Wyzwolenia 50 71-500 Szczecin, Szczecin 71-500 Poland",NA,1,14.553223,53.438224
"al. Zwyciestwa 255 Orłowo, Gdynia 81-525 Poland",NA,0,18.5539746,54.4776593
"aleja Walentego Rozdzienskiego 16, Katowice 40-202 Poland",NA,1,19.0333574,50.2611681
"avenue Arc de Meyran, 13100, Aix-en-Provence France",1,1,5.4584873,43.5118833
"avenue Chambrelent, 40510 Seignosse France",0,0,-1.4327622,43.7041815
"avenue General de Gaulle, 66700, Argeles-sur-Mer France",0,0,3.0441242,42.550394
"avenue Santa Maria, 20260, Calvi, Corsica France",0,0,8.7549215,42.5661818
"avenue de Grande Motte Le Val Claret, 73320 Tignes France",0,0,6.8983544,45.4552904
"avenue de Grande Motte Les Almes, 73320 Tignes France",0,0,6.8983544,45.4552904
"avenue de Grande Motte, 73320 Tignes France",0,0,6.8983544,45.4552904
"avenue de l Europe, 43300 Langeac France",0,0,3.4972365,45.1046471
"avenue des Bains 21, Yverdon-les-Bains 1400 Switzerland",0,0,6.6494355,46.7733322
"avenue des Bains 9, Yverdon-les-Bains 1400 Switzerland",0,0,6.6495646,46.7752056
"avenue des Planches 19, Montreux 1820 Switzerland",0,0,6.9145531,46.4304113
"avenue des Thermes, 04800 Greoux les Bains France",0,0,5.8928109,43.7579904
"avenue du Grand-St-Bernard 41, Martigny 1920 Switzerland",0,0,7.0690705,46.096664
"avenue du Midi 6, Sion 1950 Switzerland",0,0,7.3586165,46.2306039
"barrio Sancti Petri S/N, 11130, Chiclana de la Frontera Spain",1,1,-6.1972916,36.3811576
"bdul Mamaia, Constanta 900001 Romania",NA,0,28.6213601,44.2402633
"boulevard Filiger Roc'h Kérézen, 29470 Plougastel Daoulas France",0,0,-4.3798719,48.3761583
"boulevard James-Fazy 2, Geneva 1201 Switzerland",0,0,6.1399531,46.2055873
"boulevard de la Cahotte, 14360 Trouville-sur-Mer, Deauville France",0,1,0.0772159,49.366259
"bul.Hristo Botev 70, Sofia 1303 Bulgaria",NA,0,23.3163295,42.7003003
"bul.Inzh. Ivan Ivanov 10, Sofia 1330 Bulgaria",NA,0,23.3022243,42.6981743
"bul.Knyaginya Maria Luiza 60, Sofia 1202 Bulgaria",NA,0,23.3239291,42.7043421
"bul.Simeonovsko shose 66, Sofia 1700 Bulgaria",NA,0,23.3354248,42.6499312
"bul.Stefan Stambolov 12, Sofia 1000 Bulgaria",NA,0,23.3167834,42.6992393
"bul.Tsarigradsko shose 64, Sofia 1784 Bulgaria",NA,1,23.3829244,42.6569389
"bul.Vitosha 106, Sofia 1463 Bulgaria",NA,1,23.3170085,42.6857295
"c/ Don Justo Rodriguez Pulido Huelva, 21410 Isla Cristina Spain",0,0,-7.3053868,37.1981769
"c/ El Muelle, 2, 39340 Suances Spain",0,0,-4.036645,43.4311772
"c/ Girona 26, 17220 Sant Feliu de Guixols Spain",0,0,3.0312364,41.783048
"c/ Jose Castrillon Shelly, 22, 11150 Vejer de la Frontera Spain",0,0,-5.9640378,36.2536487
"c/ Sombrereria, 1 - 1st , c/ Kapelagile Kalea, 1 - 1st, 48005 Bilbao Spain",0,0,-2.923291,43.2586069
"c/ Tapis 13 cantonada c/ Caputxins 1, 17600, Figueres Spain",0,0,2.9640493,42.2702956
"c/Rafael Blanes 19 Opposite To The Townhall Square, 07570 Arta, Majorca Spain",0,0,3.3086778,39.6770509
"chemin de la Vendee 28, Lancy 1213 Switzerland",0,0,6.1205339,46.1895439
"chemin de la Violette 10, Cointrin 1216 Switzerland",1,1,6.1065517,46.2274837
"chemin des Olliquettes 6, Lancy 1213 Switzerland",1,1,6.1150643,46.1883582
"chemin du Mont-Blanc 1 CP 36 – Plans Mayens, Crans-Montana 3963 Switzerland",0,0,7.4623756,46.3151966
"contrada Maggiore 4, Ascona 6612 Switzerland",0,0,8.7673779,46.1554689
"de Smet de Naeyerlaan 19, Wenduine 8420 Belgium",0,0,3.0829346,51.302005
"esplanade du Mont-Blanc 1, Neuchatel 2000 Switzerland",0,1,6.9290238,46.9891391
"hotel Beausite, Saint-Luc 3961 Switzerland",0,0,7.5922823,46.2230183
"kefalos bay, Kefalos 85301 Greece",0,0,26.9660598,36.7417937
"kunu iela 16, Riga 1050 Latvia",NA,0,24.1125539,56.9568174
"kv.Manastirski livadi 60, Sofia 1404 Bulgaria",NA,0,23.2895165,42.6620936
"la Batailletaz, 73640 Sainte-Foy-Tarentaise France",0,0,6.894588,45.581223
"la Daille, 73150 Val d'Isere France",0,0,6.965551,45.460999
"la Daille, 73150 Val d'Isere France",1,0,6.965551,45.460999
"la Joue du Loup, 05250, Le Devoluy France",0,0,5.891451,44.687132
"le Bas Est, 63710 Saint-Nectaire France",0,0,2.992862,45.589082
"les Islettes, 73450 Valmeinier France",0,0,6.494893,45.1724175
"les Lions Avenue des Lions, 44800 Saint Herblain, Nantes France",0,1,-1.6154996,47.249826
"lungolago Giuseppe Motta 30, Melide 6815 Switzerland",0,0,8.9425191,45.9508122
"n_7 Zone Actisud - Les Gravieres Rue des Becottes, 57685 Augny France",0,0,6.1122829,49.0771696
"on the northern tip of Corfu, about 45 minutes from Corfu town, Sidari 49081 Greece",0,0,19.7069227,39.7922123
"os. Pardalowka 30, Zakopane 34-500 Poland",NA,0,19.9788278,49.2930685
"os. Zlotej Jesieni 12, Krakow 31-827 Poland",NA,0,20.0264445,50.0907744
"os. Zlotej Jesieni 15, Krakow 31-828 Poland",NA,0,20.0280929,50.088152
"passage de la Couronne 2, Morges 1110 Switzerland",0,0,6.4972016,46.5084833
"per Castellanza 41, 20025 Legnano Italy",0,0,8.9061401,45.6065759
"piazza Cioccaro 1, Lugano 6900 Switzerland",0,0,8.9501758,46.0042947
"piazza Cioccaro 9, Lugano 6900 Switzerland",0,0,8.9492084,46.0044852
"piazza Giuseppe Motta 27, Ascona 6612 Switzerland",0,0,8.7687188,46.1541846
"piazza San Michele, 55100, Lucca Italy",0,0,10.5031507,43.8430907
"pl. Dominikanski 1, Wroclaw 50-159 Poland",NA,1,17.0413153,51.1086795
"pl. Dominikanski 4, Krakow 31-043 Poland",NA,0,19.9386551,50.0590079
"pl. Dworcowy 2A 84-360 Leba, Leba 84-360 Poland",NA,0,17.5543083,54.7561426
"pl. Handlowy 13, Mikolajki 11-730 Poland",NA,0,21.5736198,53.802094
"pl. Kolegiacki 5, Poznan 61-841 Poland",NA,0,16.935999,52.4070929
"pl. Konstytucji 3 Maja 1, Glogow 67-200 Poland",NA,0,16.085267,51.6644507
"pl. Mikolaja Kopernika 14, Opole 45-040 Poland",NA,0,17.9257487,50.6699247
"pl. Na Groblach 22, Krakow 31-101 Poland",NA,0,19.932793,50.055281
"pl. Rybakow 11, Sopot 81-734 Poland",NA,0,18.5784549,54.436146
"pl. Strzelecki 28, Wroclaw 50-224 Poland",NA,0,17.0273892,51.1218775
"pl.Sveta Nedelya 5, Sofia 1000 Bulgaria",NA,1,23.3222465,42.6970079
"poligono Alfonso XIII 8, 40100 La Granja de San Ildefonso Spain",0,0,-4.0051992,40.9025098
"quai Baptistin Pins Paca, 83980, Le Lavandou France",0,0,6.3746069,43.1374926
"riva Antonio Caccia 7, Lugano 6900 Switzerland",1,1,8.945645,45.9946018
"route Albert Gacon, 73550 Meribel, Les Allues France",0,0,6.5651146,45.3961974
"route Principale 8, Saint-Luc 3961 Switzerland",0,0,7.5950845,46.2217248
"route de Blonay 20 Croisement route de Blonay et route de saint-légier, Vevey 1800 Switzerland",0,0,6.8568497,46.461441
"route de Calvi, 20150 Porto, Ota, Corsica France",0,0,8.7074988,42.2650035
"route de Mont Louis, 66120 Font-Romeu-Odeillo-Via France",0,0,2.0531947,42.5152281
"route de Pietramaggiore, 20260, Calvi, Corsica France",0,0,8.75822,42.550141
"route de Porrentruy 10, Delemont 2800 Switzerland",0,0,7.3408547,47.3632404
"route de Porrentruy 22, Delemont 2800 Switzerland",0,0,7.339898,47.3623216
"route de Riez 776 Avenue des Thermes, 04800 Greoux les Bains France",0,0,5.8975038,43.7574806
"route de Saint Cyprien, 66140 Canet-en-Roussillon France",0,0,2.9858693,42.6358257
"route de Saint-Julien 3, Carouge 1227 Switzerland",0,0,6.138237,46.1793585
"route de Santore, 20260, Calvi, Corsica France",0,0,8.753771,42.559968
"route de la Longeraie 14, Morges 1110 Switzerland",0,0,6.4825397,46.5076812
"route de la Telecabine 69, Nendaz 1997 Switzerland",0,0,7.2906792,46.1798294
"route des Carles Bp 54, 83990, Saint-Tropez France",0,0,6.6372932,43.2622615
"route des Jeunes 10, Carouge 1227 Switzerland",0,1,6.1276872,46.1800373
"route des Monnaires 46, Chateau-d'Oex 1660 Switzerland",0,0,7.1326862,46.4716963
"route du Col de la Croix de Fer, 73530 Saint-Sorlin-d'Arves France",0,0,6.2342432,45.2211533
"route du Col des Aravis, 74220 La Clusaz France",0,0,6.4412422,45.8825364
"route du Laitelet Méribel-Mottaret, 73550 Meribel, Les Allues France",0,0,6.5761887,45.3741743
"route du Littoral, 66700, Argeles-sur-Mer France",0,0,3.0327031,42.5801077
"route du Rawyl 10, Crans-Montana 3963 Switzerland",0,0,7.4698225,46.3082594
"rue Ami-Levrier 3, Geneva 1201 Switzerland",0,0,6.1460355,46.2082607
"rue Antoine Becquerel ZI la coupe, 11100, Narbonne France",0,0,2.9794225,43.153228
"rue Antoine de Quartery 1, Saint-Maurice 1890 Switzerland",0,0,7.0063052,46.2197435
"rue Bonaparte, 20110 Propriano, Corsica France",0,0,8.903442,41.674555
"rue Camille Claudel, 10000, Troyes France",0,1,4.0807715,48.2928298
"rue Chaucrau 5, Lausanne 1003 Switzerland",0,0,6.6307862,46.5229175
"rue Ferrier 6, Geneva 1202 Switzerland",0,1,6.1462355,46.2151704
"rue Fleury 1, Neuchatel 2000 Switzerland",0,0,6.9283671,46.9914725
"rue Jacques Brel Zac De Chevreux, 02200, Soissons France",0,1,3.3121055,49.3654717
"rue Louis Chappee ZA Les Grues Rouges, 72650 Saint-Saturnin, Le Mans France",0,0,0.167622,48.0527374
"rue Paul Nicolai, 20169 Bonifacio, Corsica France",0,0,9.1692734,41.3878841
"rue Pierre-Aeby 11, Fribourg 1700 Switzerland",0,0,7.1602559,46.8066412
"rue Pradier 10, Geneva 1201 Switzerland",0,0,6.1443837,46.2099248
"rue Robert Schuman Parc d'Activites Peyriere, 34430 Saint-Jean-de-Vedas France",0,0,3.8384157,43.5674998
"rue Rousseau 13, Geneva 1201 Switzerland",0,0,6.1436697,46.2069779
"rue Saint-Domingue 2, Morges 1110 Switzerland",0,0,6.5009903,46.5139124
"rue Sigismond-Thalberg 4, Geneva 1201 Switzerland",0,0,6.1472034,46.2096231
"rue Thiers, 14800 Deauville City France",0,0,0.0831497,49.3616226
"rue Voltaire 10, Geneva 1201 Switzerland",1,1,6.1383522,46.2077923
"rue Yves Bertrand Burgalat Bp 144, 21200, Beaune France",0,1,4.8437607,47.0113724
"rue d'Aquitaine, 45380 La Chapelle-Saint-Mesmin France",0,0,1.8535399,47.8998816
"rue de Berne 1, Geneva 1201 Switzerland",0,0,6.1440056,46.2085236
"rue de Berne 15, Geneva 1201 Switzerland",0,1,6.1450655,46.2094381
"rue de Berne 26, Geneva 1201 Switzerland",0,1,6.1464446,46.2105641
"rue de Carouge 12, Geneva 1205 Switzerland",0,0,6.1427974,46.1968841
"rue de Gruyeres 16, Bulle 1630 Switzerland",0,0,7.0570687,46.6168336
"rue de Lausanne 33, Geneva 1201 Switzerland",0,1,6.1449205,46.2128216
"rue de Medran 9, Verbier 1936 Switzerland",0,0,7.231339,46.095383
"rue de Zurich 19, Geneva 1201 Switzerland",1,1,6.1472414,46.2114215
"rue de l Europe Centre de Loisirs et thermal, Parc de Coulange, 57360 Amneville France",0,1,6.1285742,49.2424102
"rue de la Bastide, 40660 Moliets et Maa France",0,0,-1.386221,43.849044
"rue de la Curia, 73450 Valloire France",0,0,6.431567,45.173736
"rue de la Source Bois de Coulange, 57360 Amneville France",0,0,6.1364285,49.2421961
"rue de la Vallee 1, Geneva 1204 Switzerland",0,0,6.1506321,46.2015063
"rue des Almes, 73320 Tignes France",0,0,6.908021,45.471604
"rue des Alpes 14, Geneva 1201 Switzerland",0,0,6.1453758,46.2099652
"rue du Centre 21, Charmey 1637 Switzerland",0,0,7.1640159,46.6194222
"rue du Conseil 27, Vevey 1800 Switzerland",0,0,6.8436858,46.4603086
"rue du Parc des Sports Bp 48, 73152 Val d'Isere France",0,0,6.9769548,45.4471483
"rue du Pas-de-l'Ours 31, Crans-Montana 3963 Switzerland",0,0,7.4606841,46.3074269
"rue du Rosset, 73320 Tignes France",0,0,6.909508,45.468791
"rue du Simplon 15, Geneva 1207 Switzerland",0,0,6.1586555,46.2050706
"rue du Temple 2, Montreux 1820 Switzerland",0,0,6.9169828,46.4328665
"rue du clos Barbey, 14280 Saint-Contest France",0,0,-0.3983547,49.2003631
"sp. per Cannigione km 3,800, 07021 Cannigione, Arzachena, Sardinia Italy",0,0,9.4357878,41.0962828
"statiunea Mamaia, Constanta 900001 Romania",NA,0,28.620531,44.2523912
"str Nicolae Titulescu nr 21, Brasov 500103 Romania",NA,0,25.6127693,45.6493074
"str. Moldovei, nr. 5, Cluj-Napoca 400380 Romania",NA,0,23.5733148,46.7646194
"str. Observatorului, nr. 82-86, Cluj-Napoca 400432 Romania",NA,0,23.5850823,46.7551888
"str. Petre Popovat, nr 76, sector 6, Bucharest 060314 Romania",NA,0,26.0473346,44.4471556
"ul Dabska 5, Krakow 31-572 Poland",NA,1,19.9818585,50.0641836
"ul Emilii Plater 49, Warsaw 00-125 Poland",NA,1,21.0026077,52.2324078
"ul Jaszczurowka-Bory 14A, Zakopane 34-500 Poland",NA,0,19.9922657,49.2856227
"ul. 1 Maja 25A, Kudowa-Zdroj 57-350 Poland",NA,1,16.2426606,50.4427156
"ul. 1-go Maja 6, Naleczow 24-150 Poland",NA,0,22.215293,51.28567
"ul. 1000-lecia Panstwa Polskiego 2b, Wladyslawowo 84-120 Poland",NA,0,18.4067864,54.7925169
"ul. 20 Wladyslawa Wegorka St., Poznan 60-318 Poland",NA,0,16.858177,52.393397
"ul. 29 Listopada 3B, Warsaw 00-465 Poland",NA,0,21.0422038,52.2147689
"ul. 29 Listopada 9, Augustow 16-300 Poland",NA,0,22.9960988,53.844917
"ul. 6 Marca 16, Mielno 76-032 Poland",NA,0,16.0802492,54.2651478
"ul. Adama Mickiewicza 10, Karpacz 58-540 Poland",NA,0,15.7482581,50.7743712
"ul. Adama Mickiewicza 3, Ostroda 14-100 Poland",NA,0,19.960418,53.70133
"ul. Adama Mickiewicza 5, Rzeszow 35-064 Poland",NA,0,22.0060273,50.0376845
"ul. Aleksandra Fredry 5, Kolobrzeg 78-100 Poland",NA,0,15.5907403,54.1804896
"ul. Armii Krajowej 9a, Lubin 59-300 Poland",NA,0,16.205451,51.400289
"ul. Augusta Cieszkowskiego 33, Swarzedz 62-020 Poland",NA,0,17.085076,52.4161883
"ul. Baltycka 16, Jaroslawiec 76-107 Poland",NA,0,16.5424616,54.5404504
"ul. Basztowa 25, Krakow 31-156 Poland",NA,0,19.9445369,50.0649439
"ul. Berka Joselewicza 19, Krakow 31-031 Poland",NA,1,19.9478293,50.0549603
"ul. Beskidzka 17, Wisla 43-460 Poland",NA,0,18.872004,49.652366
"ul. Bialoskornicza 6, Wroclaw 50-134 Poland",NA,0,17.0274275,51.1111303
"ul. Bielawska 14, Dzierzoniow 58-200 Poland",NA,0,16.6570401,50.7294973
"ul. Biskupska 5, Ilawa 14-200 Poland",NA,0,19.5542519,53.5956422
"ul. Bl. Bogumila 32, Uniejow 99-210 Poland",NA,0,18.7936279,51.9717295
"ul. BoWiD 7, Mielno 76-032 Poland",NA,0,16.0650405,54.2614911
"ul. Boguslawa II 47 ul. Mlynska 49, Koszalin 75-057 Poland",NA,0,16.1838082,54.193944
"ul. Bohaterow Monte Cassino 15, Sopot 81-704 Poland",NA,0,18.5617199,54.443218
"ul. Bohaterow Warszawy 17, Miedzyzdroje 72-500 Poland",NA,1,14.4473712,53.9309583
"ul. Boleslawa Chrobrego 42, Swinoujscie 72-600 Poland",NA,0,14.2583686,53.9175292
"ul. Boleslawa Limanowskiego 12, Krakow 30-534 Poland",NA,0,19.9520832,50.044867
"ul. Boleslawa Limanowskiego 126, Lodz 91-041 Poland",NA,0,19.4321385,51.7897352
"ul. Borynska 7, Zory 44-240 Poland",NA,0,18.689114,50.040881
"ul. Bozego Ciala 19, Krakow 31-059 Poland",NA,0,19.9437814,50.0506174
"ul. Bracka 4, Krakow 31-005 Poland",NA,0,19.9363711,50.0604137
"ul. Bratyslawska 2, Krakow 31-201 Poland",NA,1,19.9344054,50.0840284
"ul. Bronowicka 2, Lublin 20-301 Poland",NA,0,22.5747437,51.23815
"ul. Brzeznienska 4, Gdansk 80-512 Poland",NA,0,18.6351938,54.4094283
"ul. Brzozowa 18, Leba 84-360 Poland",NA,0,17.5673747,54.7630495
"ul. Bulgarska 115, Poznan 60-378 Poland",NA,0,16.8679493,52.4096042
"ul. Bulwar Filadelfijski 18, Torun 87-100 Poland",NA,0,18.6025105,53.0079264
"ul. Bulwary Dietla 10, Krynica-Zdroj 33-380 Poland",NA,0,20.9574073,49.4198114
"ul. Bulwary Dietla 13, Krynica-Zdroj 33-380 Poland",NA,0,20.9565949,49.419274
"ul. Ceglana 14 A, Zielona Gora 65-211 Poland",NA,0,15.515879,51.938145
"ul. Chmielna 16A, Zielona Gora 65-261 Poland",NA,0,15.528487,51.9330179
"ul. Cicha 9, Mielno 76-032 Poland",NA,0,16.0563404,54.2630028
"ul. Czajewicza 30, Piaseczno 05-500 Poland",NA,0,21.0257664,52.0677261
"ul. Czarny Potok 28, Krynica-Zdroj 33-380 Poland",NA,0,20.9166696,49.425823
"ul. Czarny Potok 30 Malopolskie, Krynica-Zdroj 33-380 Poland",NA,0,20.9271225,49.4213477
"ul. Czerwonego Pradnika 19, Krakow 31-431 Poland",NA,0,19.9584724,50.0802521
"ul. Dabrowskiego 8, Gizycko 11-500 Poland",NA,0,21.7743522,54.0337379
"ul. Dluga 37, Bydgoszcz 85-034 Poland",NA,0,18.0000472,53.1211007
"ul. Dluga 49 Małopolskie, Krakow 31-147 Poland",NA,0,19.9366574,50.0706947
"ul. Dluga 7, Krakow 31-147 Poland",NA,0,19.9389945,50.067272
"ul. Dluga 8, Krakow 31-146 Poland",NA,0,19.9386951,50.066866
"ul. Dluga 9, Krakow 31-147 Poland",NA,0,19.9389374,50.0673658
"ul. Dlugie Pobrzeze 14, Gdansk 80-888 Poland",NA,0,18.6568367,54.3496044
"ul. Dlugie Pobrzeze 22, Gdansk 80-888 Poland",NA,0,18.657103,54.350128
"ul. Dobrego Pasterza 124, Krakow 31-416 Poland",NA,0,19.9812032,50.0897889
"ul. Dojazdowa 5A, Krakow 30-105 Poland",NA,0,19.921156,50.0527359
"ul. Dolna Wilda 8, Poznan 61-552 Poland",NA,0,16.92642,52.3976368
